CarCount,BikeCount,BusCount,TruckCount,Weighted_Traffic_Index,Clearance_Time_min,Clearance_Distance_km,Estimated_Flow_Speed_kmph,EV_Distance_From_Signal_km,Cycle_Position_sec,Current_Signal_State,Queue_Length_m,CarCount_noisy,BikeCount_noisy,BusCount_noisy,TruckCount_noisy,Weighted_Traffic_Index_noisy,Estimated_Flow_Speed_kmph_noisy,Driver_Reaction_Delay_s,Avg_Vehicle_Length_m,Vehicles_In_Queue_est,Saturation_Flow_veh_per_s,Bottleneck_Factor,Truck_Penalty_s,Clearance_Time_model_s_no_noise,Clearance_Time_model_s,Clearance_Time_model_min,Clearance_Distance_model_km,Clearance_Distance_km_final,Clearance_Time_min_final
125,32,50,5,226,15.07,10.04,6.1,2.594890685,96,Red,271.2,122,34,51,5,213.07,5.59,0.919,5.80754717,40,0.2279,0.85,0.015,207.4229141,236.98,3.95,2.6717,3.0401,4.593
125,38,50,1,221,14.73,9.82,6.85,4.518606989,125,Green,265.2,137,43,51,1,221.16,6.35,0.5,5.460775862,41,0.2731,0.65,0.002926829,231.469324,244.879,4.081,2.6654,3.0231,4.674
125,29,29,3,189,12.6,8.4,11.65,4.138831423,88,Red,226.8,139,28,28,3,179.85,11.88,1.122,5.151010101,37,0.5364,0.85,0.00972973,82.28275837,79.969,1.333,0.8724,2.0015,3.001
125,31,48,4,220.5,14.7,9.8,6.925,4.327468087,133,Green,264.6,107,29,47,4,237.5,6.93,1.221,5.87540107,38,0.2801,0.65,0.012631579,209.9502987,203.006,3.383,2.3944,2.7647,4.194
125,32,50,0,216,14.4,9.6,7.6,4.050794707,17,Red,259.2,125,31,57,0,218.84,6.92,1.29,5.846478873,38,0.2809,0.85,0,160.4423046,159.893,2.665,1.8772,2.2633,3.557
125,31,45,0,208,13.87,9.24,8.8,0.298237409,152,Green,249.6,122,33,43,0,231.52,7.66,1.14,5.461616162,39,0.3292,0.65,0,183.4000243,178.826,2.98,2.0184,2.3795,3.44
125,21,20,1,167.5,11.17,7.44,14.875,4.896949568,12,Red,201,115,18,19,1,169.69,13.41,0.892,5.038562092,33,0.6168,0.85,0.003636364,63.83910169,70.127,1.169,0.7509,1.7543,2.505
125,28,36,0,193,12.87,8.58,11.05,2.993679995,126,Green,231.6,111,29,33,0,177.85,12.66,1.398,5.287283237,37,0.5591,0.85,0,79.2542185,78.422,1.307,0.8679,2.0247,3.107
39,10,37,16,131.5,8.77,5.84,20.275,3.129980659,79,Red,157.8,37,10,37,18,145.35,20.08,1.026,7.916666667,18,0.6257,1,0.12,29.91378009,28.08,0.468,0.3074,1.1373,1.772
89,8,12,13,137,9.13,6.09,19.45,2.998440077,101,Red,164.4,101,8,13,14,139.35,21.59,0.814,5.734558824,24,0.8907,1,0.07,27.82909936,30.124,0.502,0.3269,1.1914,1.862
51,16,16,13,109,7.27,4.84,23.65,3.980138662,89,Red,130.8,48,15,15,13,99.41,26.12,0.928,6.197802198,18,1.0082,1,0.086666667,18.86826714,20.874,0.348,0.2172,2.0663,3.152
17,9,18,28,104.5,6.97,4.64,24.325,3.768194514,104,Red,125.4,17,10,19,28,108.37,24.41,0.302,8.641891892,13,0.7032,1,0.258461538,19.04737849,18.593,0.31,0.208,1.9808,3.09
48,25,36,21,156.5,10.43,6.96,16.525,0.120423046,146,Green,187.8,51,22,31,21,149.82,17.55,0.927,6.8968,24,0.6173,1,0.105,39.91098915,41.92,0.699,0.451,1.4274,2.193
93,7,30,16,173.5,11.57,7.71,13.975,2.540445849,54,Red,208.2,89,6,29,15,191.43,12.69,1.275,6.548920863,28,0.4668,0.85,0.064285714,71.9073587,62.39,1.04,0.7111,1.7609,2.511
55,15,36,15,146.5,9.77,6.51,18.025,3.833762889,10,Red,175.8,63,17,39,15,144.45,19.04,1.136,6.88880597,22,0.6706,1,0.081818182,34.02426017,34.325,0.572,0.3704,1.2913,1.998
51,10,8,22,112,7.47,4.98,23.2,3.163217647,140,Green,134.4,58,11,8,19,119.61,21.62,1.608,6.216666667,19,0.832,1,0.12,24.56453846,21.211,0.354,0.2331,2.1319,3.075
51,7,3,24,107,7.13,4.76,23.95,3.273274892,34,Red,128.4,47,6,3,21,94.02,26.34,0.895,6.588311688,17,0.9641,1,0.148235294,18.67626091,16.038,0.267,0.1654,2.0032,2.91
51,9,7,30,126,8.4,5.6,21.1,3.150221513,117,Red,151.2,51,8,6,33,122.07,18.46,1.195,7.203061224,18,0.6253,1,0.22,30.20118263,31.224,0.52,0.3743,1.1582,1.715
51,7,14,20,115.5,7.7,5.13,22.675,3.348188923,23,Red,138.6,48,6,15,22,132.24,24.53,1.317,7.206593407,17,0.8304,1,0.155294118,21.94435577,20.65,0.344,0.2297,0.9647,1.415
51,10,14,20,117,7.8,5.2,22.45,2.478775084,0,Red,140.4,48,9,12,20,127.83,19.76,1.937,6.788764045,18,0.7046,1,0.133333333,27.61674264,29.626,0.494,0.3041,1.0385,1.524
51,10,6,22,109,7.27,4.84,23.65,4.83182532,49,Red,130.8,44,9,7,22,97.88,26.35,1.058,6.770731707,17,0.9421,1,0.155294118,19.25808766,21.546,0.359,0.241,2.0806,2.997
51,8,11,22,115.5,7.7,5.13,22.675,0.868576866,152,Green,138.6,53,7,10,21,107.8,21.34,0.582,6.737362637,18,0.7662,1,0.14,24.21456069,21.595,0.36,0.2542,2.2045,3.225
51,6,10,26,121,8.07,5.38,21.85,0.379363247,21,Red,145.2,51,6,11,28,114.82,22.86,1.339,7.263541667,18,0.7685,1,0.186666667,24.94791781,26.628,0.444,0.3088,2.3373,3.304
51,7,7,27,119,7.93,5.29,22.15,1.118174479,90,Red,142.8,44,7,7,29,124.37,22.07,1.746,7.305747126,17,0.738,1,0.204705882,24.98593623,25.095,0.418,0.2878,1.0381,1.552
104,17,25,20,190,12.67,8.44,11.5,4.445532078,156,Green,228,97,18,27,22,204.65,11.04,0.871,6.279878049,31,0.4212,0.85,0.08516129,87.54350278,77.357,1.289,0.8099,1.1914,1.845
6,28,27,14,88.5,5.9,3.93,26.725,4.443668893,102,Red,106.2,7,29,26,15,95.12,27.89,1.336,7.138961039,13,0.9519,1,0.138461538,15.13135827,15.819,0.264,0.1802,1.6801,2.63
54,29,37,9,142,9.47,6.31,18.7,4.649055133,145,Green,170.4,50,25,42,8,142.42,21.21,1.491,6.624,22,0.7728,1,0.043636364,30.00254527,30.988,0.516,0.359,1.2517,1.95
43,13,30,20,134.5,8.97,5.98,19.825,4.57616989,124,Green,161.4,38,15,27,19,147.04,17.1,1.407,7.303030303,19,0.572,1,0.12,34.74378322,34.907,0.582,0.3923,1.2305,1.827
60,21,26,11,131.5,8.77,5.84,20.275,4.01041835,29,Red,157.8,60,23,23,11,129.02,22.82,1.05,5.952136752,23,0.9119,1,0.057391304,26.32945513,29.698,0.495,0.3507,1.1741,1.81
101,23,8,20,164.5,10.97,7.31,15.325,2.697505356,121,Green,197.4,116,25,8,19,145.94,15.83,0.721,5.255952381,32,0.7027,1,0.07125,46.33088669,46.624,0.777,0.4996,1.5212,2.224
62,26,19,11,125.5,8.37,5.58,21.175,1.054637543,45,Red,150.6,57,29,17,12,127.93,23.13,0.967,5.562608696,23,0.9789,1,0.062608696,24.52536924,28.134,0.469,0.2997,1.0917,1.55
39,24,13,11,92.5,6.17,4.11,26.125,1.938770288,162,Orange,111,41,27,12,10,105.05,25.21,1.183,5.39,17,1.0961,1,0.070588235,16.76312204,16.81,0.28,0.1978,1.7627,2.7
90,20,35,7,166.5,11.1,7.4,15.025,0.22445961,51,Red,199.8,97,20,40,6,181.14,14.9,1.363,6.039877301,28,0.5878,0.85,0.025714286,57.43018497,50.812,0.847,0.5759,1.5995,2.442
109,30,22,20,197,13.13,8.76,10.45,0.506153592,24,Red,236.4,100,27,25,19,201.65,11.61,1.134,5.857309942,34,0.4702,0.85,0.067058824,86.27124172,85.507,1.425,0.8743,1.2686,1.972
68,26,25,20,158.5,10.57,7.04,16.225,1.555394501,52,Red,190.2,73,27,24,23,165.48,15.81,0.848,6.23877551,26,0.6067,0.85,0.106153846,51.37155173,46.476,0.775,0.5043,1.4847,2.258
142,22,37,6,220.5,14.7,9.8,6.925,4.432717234,21,Red,264.6,136,24,42,6,248.98,7,1.222,5.717307692,39,0.2893,0.65,0.018461538,208.6376271,214.717,3.579,2.5223,2.8862,4.151
113,14,20,5,160,10.67,7.11,16,0.223709852,20,Red,192,117,15,20,5,156.56,13.7,1.344,5.308917197,30,0.6031,0.85,0.02,59.88517003,63.355,1.056,0.6507,1.6196,2.532
142,13,37,8,220,14.67,9.78,7,0.645656545,90,Red,264,148,13,34,8,208.87,6.28,1.152,5.711330049,39,0.2601,0.85,0.024615385,177.5793564,175.898,2.932,1.7991,2.1981,3.347
108,23,26,9,176.5,11.77,7.84,13.525,4.250150952,99,Red,211.8,109,20,28,8,201.77,14.1,0.666,5.639393939,32,0.5899,0.85,0.03,64.51539112,56.729,0.945,0.6083,0.9699,1.509
122,29,30,7,195.5,13.03,8.69,10.675,1.580058823,95,Red,234.6,107,28,31,7,216.82,11.37,0.927,5.531213873,36,0.4836,0.85,0.023333333,88.52878903,87.696,1.462,1.0389,1.4215,2.202
133,12,30,7,198,13.2,8.8,10.3,1.647419084,139,Green,237.6,146,14,34,7,187.49,10.56,1.379,5.672636816,36,0.4394,0.85,0.023333333,97.79045617,85.512,1.425,1.0112,2.1795,3.19
118,23,38,10,206.5,13.77,9.18,9.025,3.552563404,0,Red,247.8,112,24,35,10,204.26,8.06,0.447,5.813259669,36,0.3286,0.85,0.033333333,129.3693813,136.438,2.274,1.5205,1.9035,2.709
121,35,26,8,193.5,12.9,8.6,10.975,4.960064862,44,Red,232.2,110,35,27,9,188.57,10.8,0.3,5.320441989,37,0.4744,0.85,0.029189189,92.08595935,100.108,1.668,1.1218,2.2435,3.235
116,23,20,8,173.5,11.57,7.71,13.975,0.882329545,32,Red,208.2,100,21,17,7,155.24,13.37,1.603,5.233103448,33,0.5957,0.85,0.025454545,66.80140974,76.068,1.268,0.8225,1.8556,2.647
132,12,27,8,194.5,12.97,8.64,10.825,3.106000995,135,Green,233.4,136,12,24,7,221.21,10.81,1.205,5.483798883,36,0.4632,0.65,0.023333333,120.797883,108.071,1.801,1.1516,1.526,2.219
144,17,33,7,216,14.4,9.6,7.6,4.474586759,84,Red,259.2,152,19,28,8,209.8,8.44,1.243,5.421256039,40,0.3653,0.85,0.024,130.0894022,131.355,2.189,1.5331,1.9364,2.89
103,21,11,11,152,10.13,6.76,17.2,2.499400126,117,Red,182.4,88,22,13,11,169.12,18.62,0.569,5.302985075,29,0.8208,0.85,0.045517241,42.18085138,43.035,0.717,0.448,1.3948,2.194
107,15,10,15,159.5,10.63,7.09,16.075,2.694834356,125,Green,191.4,107,16,11,15,144.64,14.07,1.295,5.444966443,30,0.6064,1,0.06,50.82729551,57.269,0.954,0.635,1.6032,2.512
50,10,10,17,104,6.93,4.62,24.4,4.288980582,153,Green,124.8,46,10,11,18,105.49,27.26,1.11,6.611764706,16,0.9947,1,0.135,17.33025183,17.992,0.3,0.2042,1.9705,3.033
108,15,10,6,142.5,9.5,6.33,18.625,3.105351,63,Red,171,113,16,10,6,122.15,18.47,0.366,4.960689655,29,0.8606,1,0.024827586,34.08824799,30.463,0.508,0.317,1.219,1.724
108,24,15,29,200.5,13.37,8.91,9.925,4.12472583,160,Green,240.6,97,22,14,31,216.39,10.65,1.57,6.110365854,34,0.4161,0.85,0.109411765,97.81014957,95.943,1.599,1.0694,1.4614,2.15
101,6,15,13,152.5,10.17,6.78,17.125,1.370014499,33,Red,183,107,6,13,12,156.2,15.28,1.063,5.647101449,28,0.6384,0.85,0.051428571,52.71401577,55.161,0.919,0.6205,1.5444,2.367
55,17,12,19,119.5,7.97,5.31,22.075,1.766896378,117,Red,143.4,53,17,11,18,124,23.21,0.842,6.122222222,20,0.9051,1,0.108,23.04700586,24.432,0.407,0.282,1.0362,1.485
77,7,20,16,142.5,9.5,6.33,18.625,1.501461988,45,Red,171,87,7,19,14,123.34,17.15,0.849,6.150393701,24,0.6663,1,0.07,36.9388109,40.962,0.683,0.4358,1.3199,2.051
91,12,19,8,141.5,9.43,6.29,18.775,3.844515249,65,Red,169.8,81,13,20,9,129.23,18.43,0.3,5.820325203,25,0.7505,1,0.0432,33.65432592,30.429,0.507,0.3269,1.2214,1.923
95,25,17,29,191,12.73,8.49,11.35,1.684969076,63,Red,229.2,90,28,17,27,166.61,9.7,1.237,5.965432099,33,0.387,0.85,0.098181818,101.6543793,115.425,1.924,1.2968,2.3758,3.501
78,17,17,27,166,11.07,7.38,15.1,0.281409428,96,Red,199.2,69,15,15,29,155.49,13.52,1.105,6.64453125,26,0.4913,0.85,0.133846154,63.4986371,55.1,0.918,0.6595,1.6676,2.563
98,16,16,21,172,11.47,7.64,14.2,4.298022547,61,Red,206.4,110,18,14,24,178.58,12.46,0.922,5.839759036,30,0.5061,0.85,0.096,70.75543854,81.024,1.35,0.8596,1.8767,2.696
86,13,11,35,179,11.93,7.96,13.15,1.856039241,35,Red,214.8,96,12,10,35,182.55,12.12,1.511,6.42875817,29,0.4533,0.85,0.144827586,76.92087735,85.177,1.42,1.02,2.061,3.162
18,4,0,16,52,3.47,2.31,32.2,2.511508728,116,Red,62.4,17,4,0,16,53.75,28.34,0.446,7.451351351,7,0.9313,1,0.274285714,8.236660674,8.633,0.144,0.0992,0.9835,1.391
18,5,0,12,44.5,2.97,1.98,33.325,1.914022917,143,Green,53.4,19,4,0,12,45.16,35.24,0.761,6.762857143,7,1.2611,1,0.205714286,6.517423984,6.977,0.116,0.0816,0.841,1.209
18,2,1,25,70.5,4.7,3.13,29.425,3.032169425,163,Orange,84.6,20,2,1,24,65.7,25.27,0.66,8.353191489,9,0.7504,1,0.32,12.97360341,11.31,0.188,0.1174,1.3224,2.034
18,1,0,17,52.5,3.5,2.33,32.125,0.453219384,162,Orange,63,18,1,0,17,48.48,33.26,0.888,7.966666667,7,1.0304,1,0.291428571,7.972906832,6.876,0.115,0.074,0.9764,1.502
18,5,0,21,62.5,4.17,2.78,30.625,1.895021306,114,Red,75,18,4,0,22,55.69,27.32,1.027,8.004545455,8,0.8429,1,0.33,10.84804283,9.552,0.159,0.0986,1.1712,1.787
18,0,1,12,43.5,2.9,1.93,33.475,1.67798356,127,Green,52.2,17,0,1,14,48.06,37.95,1.172,7.984375,6,1.1732,1,0.28,6.566217525,5.753,0.096,0.0626,0.8096,1.211
18,3,1,28,77,5.13,3.42,28.45,3.339565938,80,Red,92.4,16,3,1,32,79.69,32.15,0.861,9.084615385,9,0.8855,1,0.426666667,11.45141596,11.614,0.194,0.139,1.4514,2.223
18,4,1,40,101.5,6.77,4.51,24.775,3.540601326,88,Red,121.8,20,4,1,44,91.95,22.73,0.649,9.220289855,12,0.6179,1,0.44,20.50961822,18.759,0.313,0.1953,1.9212,2.976
18,1,1,39,98,6.53,4.36,25.3,2.178093803,52,Red,117.6,20,1,1,44,88.51,26.17,1.674,9.557575758,11,0.6885,1,0.48,18.13076107,20.09,0.335,0.2254,1.8792,2.977
18,4,0,30,80,5.33,3.56,28,3.051966849,153,Green,96,19,4,0,30,88.95,24.04,1.965,8.541509434,10,0.6997,1,0.36,16.61683936,16.346,0.272,0.1673,1.5244,2.393
18,5,1,13,48,3.2,2.13,32.8,1.138777446,157,Green,57.6,17,5,1,14,51.5,37.05,1.057,7.148648649,7,1.2629,1,0.24,6.839798321,7.241,0.121,0.0832,0.9019,1.401
18,2,0,37,93,6.2,4.13,26.05,2.006781296,90,Red,111.6,17,2,0,41,97.45,26.23,0.697,9.535,11,0.6916,1,0.447272727,17.04942021,17.831,0.297,0.1885,1.7651,2.71
18,0,0,13,44,2.93,1.96,33.4,0.928515261,90,Red,52.8,19,0,0,13,42.77,28.82,1.59,7.546875,6,0.9368,1,0.26,8.254782237,7.809,0.13,0.0816,0.833,1.261
18,5,0,11,42.5,2.83,1.89,33.625,2.682095255,0,Red,51,20,4,0,13,39.47,32.04,0.421,6.843243243,7,1.1346,1,0.222857143,6.813432324,6.288,0.105,0.068,0.7968,1.141
18,5,1,12,46,3.07,2.04,33.1,1.686288295,11,Red,55.2,20,4,1,12,52.62,28.9,0.866,6.816216216,7,1.027,1,0.205714286,7.887683127,7.515,0.125,0.0871,0.8683,1.25
18,1,1,16,52,3.47,2.31,32.2,1.377143855,136,Green,62.4,20,1,1,16,56.64,31.17,0.722,7.757894737,7,0.9885,1,0.274285714,8.077722234,8.797,0.147,0.0916,0.979,1.525
18,1,1,34,88,5.87,3.91,26.8,3.557192922,25,Red,105.6,19,1,1,36,82.77,28.17,0.536,9.303508772,10,0.7593,1,0.432,14.13802502,14.504,0.242,0.1542,1.6565,2.575
18,1,0,24,66.5,4.43,2.96,30.025,3.033632169,18,Red,79.8,16,1,0,27,73.43,29.75,0.888,9.040909091,8,0.8231,1,0.405,11.01235366,10.198,0.17,0.1044,1.2466,1.896
18,0,0,23,64,4.27,2.84,30.4,4.109912307,84,Red,76.8,16,0,0,21,68.97,29.34,0.654,8.756756757,8,0.8353,1,0.315,10.54639734,11.552,0.193,0.138,1.2188,1.815
18,0,0,27,72,4.8,3.2,29.2,4.444967197,51,Red,86.4,20,0,0,29,67.62,25.86,1.005,8.93877551,9,0.7229,1,0.386666667,13.84152142,11.993,0.2,0.1352,1.3611,1.926
18,5,0,28,76.5,5.1,3.4,28.525,3.022184151,112,Red,91.8,19,4,0,28,74.81,26.34,1.011,8.405882353,10,0.778,1,0.336,14.20047044,15.049,0.251,0.1731,1.4639,2.15
18,1,0,14,46.5,3.1,2.07,33.025,0.648782362,95,Red,55.8,15,1,0,13,42.12,29.06,0.751,7.768965517,6,0.9207,1,0.26,7.52778071,7.39,0.123,0.0841,0.8785,1.305
18,5,0,25,70.5,4.7,3.13,29.425,1.044715765,35,Red,84.6,16,5,0,27,62.27,32.14,0.852,8.4375,9,0.946,1,0.36,10.72574207,11.47,0.191,0.1202,1.3241,1.983
18,4,1,30,81.5,5.43,3.62,27.775,3.383054553,66,Red,97.8,19,4,1,30,86.95,24.74,0.908,8.587037037,10,0.7167,1,0.36,15.2208394,17.173,0.286,0.1937,1.5642,2.467
18,5,1,30,82,5.47,3.64,27.7,0.735686993,143,Green,98.4,15,5,1,31,76.28,28.49,1.324,8.836538462,10,0.8046,1,0.372,14.12453592,15.184,0.253,0.1588,1.5513,2.218
62,24,7,2,88.5,5.9,3.93,26.725,4.310758846,66,Red,106.2,56,24,7,2,97,25.46,0.941,4.451685393,19,1.2975,1,0.012631579,15.59717686,15.326,0.255,0.1676,1.6726,2.515
51,23,6,1,73.5,4.9,3.27,28.975,3.633759429,59,Red,88.2,52,22,6,1,84.43,26.59,1.33,4.340740741,17,1.3831,1,0.007058824,13.62828867,12.201,0.203,0.1371,1.3903,2.052
114,23,10,19,178.5,11.9,7.93,13.225,2.836044188,66,Red,214.2,121,22,10,20,155.83,13.78,1.234,5.399421965,33,0.5981,0.85,0.072727273,66.2181625,72.304,1.205,0.8109,1.8788,2.984
85,22,9,9,127.5,8.5,5.67,20.875,2.48961385,86,Red,153,89,24,8,9,126.47,20.61,1.229,4.920769231,26,0.9667,1,0.041538462,28.16616275,27.834,0.464,0.2904,1.0973,1.717
102,24,4,20,160,10.67,7.11,16,3.066890021,125,Green,192,94,26,4,18,174.5,15.52,1.555,5.13943662,31,0.7022,0.85,0.069677419,53.56228527,46.738,0.779,0.4806,1.475,2.196
101,18,3,17,148.5,9.9,6.6,17.725,3.483644524,3,Red,178.2,107,17,3,19,161.37,18.22,0.552,5.295205479,28,0.8039,0.85,0.081428571,41.6101377,44.345,0.739,0.5162,1.4288,2.272
116,19,0,17,159.5,10.63,7.09,16.075,4.032933698,62,Red,191.4,107,21,0,17,171.94,16.03,0.811,4.988275862,32,0.7437,0.85,0.06375,51.49604733,48.28,0.805,0.5558,1.5359,2.308
117,38,50,5,221,14.73,9.82,6.85,2.572401712,104,Red,265.2,111,43,43,5,210.99,6.45,1.705,5.494554455,41,0.2757,0.85,0.014634146,176.6753618,152.765,2.546,1.5838,1.9956,2.874
114,32,34,2,185,12.33,8.22,12.25,3.261995003,130,Green,222,122,30,30,2,182.44,12.47,0.897,5.201086957,36,0.5585,0.85,0.006666667,76.73704389,86.009,1.433,0.8987,1.9969,3.015
120,17,23,1,165,11,7.33,15.25,2.653519435,124,Green,198,125,16,20,1,169.7,16.03,0.3,5.082098765,33,0.7319,0.85,0.003636364,53.34849141,53.078,0.885,0.6268,1.6323,2.368
145,20,25,2,196.5,13.1,8.73,10.525,3.500930111,141,Green,235.8,160,20,26,2,224.44,9.03,0.919,5.125,38,0.4095,0.65,0.006315789,143.6885355,134.247,2.237,1.5559,1.9146,2.919
125,30,48,1,214,14.27,9.51,7.9,3.811871408,36,Red,256.8,131,34,42,1,202.93,7.82,1.054,5.407211538,40,0.339,0.85,0.003,139.8735886,148.954,2.483,1.7864,2.1726,3.43
103,27,45,1,186,12.4,8.27,12.1,0.582177448,62,Red,223.2,105,30,50,1,209.61,10.49,0.3,5.852150538,33,0.4254,0.85,0.003636364,91.56722219,102.168,1.703,1.0905,1.4495,2.249
114,20,43,1,190.5,12.7,8.47,11.425,4.261850122,12,Red,228.6,100,18,43,1,177.32,10.35,1.534,5.971604938,33,0.4124,0.85,0.003636364,95.67810535,81.335,1.356,0.902,2.0372,2.973
145,10,44,1,218,14.53,9.69,7.3,4.396993728,162,Orange,261.6,139,10,44,1,249.99,7.43,0.715,5.87371134,38,0.3004,0.65,0.003157895,195.3304697,206.338,3.439,2.196,2.5707,3.762
147,31,20,4,200.5,13.37,8.91,9.925,0.195477832,25,Red,240.6,137,31,20,4,210.74,11.02,1.131,4.897395833,41,0.5188,0.85,0.011707317,94.1174454,101.657,1.694,1.1517,1.5396,2.19
104,24,40,0,176,11.73,7.82,13.6,3.025541702,73,Red,211.2,96,24,36,0,174.07,15.16,0.91,5.584615385,32,0.6396,0.85,0,59.77031711,54.569,0.909,0.569,1.6566,2.421
124,11,22,0,162.5,10.83,7.22,15.625,0.782716439,27,Red,195,142,10,20,0,168.03,13.61,0.485,5.098837209,32,0.6198,0.85,0,61.22565638,61.035,1.017,0.6377,1.625,2.318
101,37,31,4,174,11.6,7.73,13.9,4.407485224,158,Green,208.8,98,41,29,4,162.13,13.56,0.572,5.126744186,34,0.6149,0.85,0.014117647,65.63734549,57.55,0.959,0.5956,1.6658,2.499
144,30,37,1,216.5,14.43,9.62,7.525,4.97921971,66,Red,259.8,161,32,38,1,201.83,7.71,0.626,5.224568966,42,0.3442,0.85,0.002857143,144.1842456,154.857,2.581,1.7739,2.1662,3.331
24,18,37,18,124.5,8.3,5.53,21.325,1.680689532,0,Red,149.4,25,20,34,19,110.07,19.07,1.434,7.658163265,17,0.6117,1,0.134117647,29.35951866,32.42,0.54,0.3599,2.4279,3.752
24,8,17,25,103.5,6.9,4.6,24.475,3.275963204,70,Red,124.2,26,9,15,26,91.52,26.42,0.941,8.028947368,14,0.8129,1,0.222857143,18.38614771,16.225,0.27,0.1837,1.9502,2.771
16,22,12,20,85,5.67,3.78,27.25,4.106548585,77,Red,102,16,24,14,19,81.12,29.25,0.791,6.810958904,13,1.0401,1,0.175384615,13.46518281,14.744,0.246,0.1738,1.6163,2.378
26,2,39,26,137.5,9.17,6.11,19.375,4.800516305,40,Red,165,27,2,33,29,148.34,21.72,0.626,9.187912088,16,0.5922,1,0.2175,27.86139936,30.131,0.502,0.3477,1.212,1.772
90,7,18,15,150.5,10.03,6.69,17.425,2.533975242,142,Green,180.6,90,7,20,16,155.37,14.86,1.478,6.237593985,25,0.5702,0.85,0.0768,53.13628844,50.696,0.845,0.5598,1.4793,2.114
59,6,11,11,100.5,6.7,4.47,24.925,4.556989454,145,Green,120.6,54,5,12,12,88.52,22.81,1.586,6.361445783,16,0.8606,1,0.09,20.26768022,21.425,0.357,0.2565,1.9419,2.865
28,7,22,18,100.5,6.7,4.47,24.925,4.479401692,10,Red,120.6,30,7,21,17,111.12,27.37,1.474,7.768,14,0.8672,1,0.145714286,17.76362572,15.099,0.252,0.1666,1.888,2.764
60,5,14,21,125.5,8.37,5.58,21.175,4.546809118,60,Red,150.6,56,5,12,24,129.32,22.26,1.197,7.020618557,19,0.7709,1,0.151578947,25.99509601,29.362,0.489,0.306,1.0971,1.672
69,9,8,23,131.5,8.77,5.84,20.275,2.957422212,35,Red,157.8,59,10,7,25,149.68,22.67,1.116,6.53960396,21,0.8354,1,0.142857143,26.39651575,26.795,0.447,0.3212,1.149,1.803
59,9,12,26,133.5,8.9,5.93,19.975,4.907035351,128,Green,160.2,62,8,13,29,140.32,17.32,0.514,7.003571429,20,0.6012,1,0.174,33.95479973,35.181,0.586,0.3611,1.1964,1.785
24,10,5,21,78.5,5.23,3.49,28.225,1.385195791,49,Red,94.2,22,9,5,19,70.85,29.05,0.902,7.24,11,0.9792,1,0.207272727,12.34293286,12.953,0.216,0.1451,1.4831,2.29
41,7,7,21,97,6.47,4.31,25.45,2.574301808,88,Red,116.4,46,6,8,20,96.24,25.98,0.726,6.8225,15,0.9225,1,0.16,17.1461626,17.462,0.291,0.1881,1.8369,2.638
48,10,9,29,124.5,8.3,5.53,21.325,0.356179926,15,Red,149.4,55,9,10,27,130.05,18.35,0.3,6.907920792,19,0.6447,1,0.170526316,29.94159813,33.146,0.552,0.3685,1.1427,1.795
59,10,14,23,131,8.73,5.82,20.35,4.623863739,118,Red,157.2,66,11,15,21,112.46,20.43,1.423,6.49380531,21,0.7574,1,0.12,29.26943253,30.233,0.504,0.3391,2.5315,3.639
67,7,12,28,144.5,9.63,6.42,18.325,2.011330826,22,Red,173.4,64,7,11,31,123.47,18.93,0.722,7.02300885,22,0.6553,1,0.169090909,34.46350049,38.679,0.645,0.4119,1.3131,1.897
52,9,8,20,108.5,7.23,4.82,23.725,2.960897008,116,Red,130.2,44,9,7,17,96.44,21.53,1.478,6.431168831,18,0.8047,1,0.113333333,23.9599179,24.552,0.409,0.2753,2.0932,2.992
45,26,29,10,121.5,8.1,5.4,21.775,3.180733827,50,Red,145.8,51,23,32,9,112.45,20.29,1.353,6.355652174,20,0.7664,1,0.054,27.5030334,24.789,0.413,0.2867,2.332,3.418
14,21,7,18,71,4.73,3.16,29.35,3.834616806,43,Red,85.2,14,18,6,17,69.5,30.59,1.223,6.643636364,11,1.1115,1,0.185454545,11.30499076,12.708,0.212,0.1359,1.3455,2.031
55,22,24,10,122,8.13,5.42,21.7,3.193280506,86,Red,146.4,63,19,21,9,121.54,21.49,1.245,5.863392857,21,0.8699,1,0.051428571,25.4371344,26.823,0.447,0.2925,1.0616,1.686
45,14,39,5,120.5,8.03,5.36,21.925,2.912114472,115,Red,144.6,51,13,41,5,107.41,24.28,0.754,6.944545455,18,0.8489,1,0.033333333,21.99124428,23.306,0.388,0.2494,2.2936,3.562
90,17,16,11,144.5,9.63,6.42,18.325,0.679180025,44,Red,173.4,100,19,16,12,152.02,17.46,1.743,5.470748299,27,0.7495,0.85,0.053333333,44.17752864,50.612,0.844,0.5912,1.4655,2.167
33,21,25,5,91,6.07,4.04,26.35,4.247604813,97,Red,109.2,31,19,28,5,93.62,24.51,1.017,6.526506024,15,0.9044,1,0.04,17.6425816,15.394,0.257,0.1772,1.7223,2.607
118,25,31,13,203,13.53,9.02,9.55,1.594339587,132,Green,243.6,114,24,32,11,190.48,10.94,1.121,5.746961326,36,0.4504,0.85,0.036666667,95.19172789,93.153,1.553,1.0965,2.285,3.478
86,28,13,5,129.5,8.63,5.76,20.575,4.897343596,0,Red,155.4,95,25,11,5,110.61,23.11,0.74,4.805147059,27,1.106,1,0.022222222,25.17451879,23.204,0.387,0.2442,2.4505,3.818
